id;name;type-id;is-active;template-id;parent-id;alt-name;title;h1;show_submenu;index_source;index_state;index_date;index_choose;index_level;descr;text_under_catalog;photo;tax_rate_id;price;old_price;common_quantity;description;1c_catalog_id;1c_product_id;artikul;photos;text_above_catalog;tip;raznovidnost;upravlenie;vyhodnaya_mownost_vt;napryazhenie_v;kolichestvo_svetodiodov_sht;shag_pikselya_mm;gercovka_hz;yarkost_nits;razmer_mm;proizvoditel;best_offers;svetovoj_potok_lm;cvet;temperatura_k;isklyuchit_iz_publikacii_na_veb-vitrine_mag1c;interfejs;razmer_mm_shirina_vysota;brend;new;sila_toka_a;shirina_mm;kratnost_reza_sm
2455;Оцинковка 45*10*0,8;309;1;1;2264;ocinkovka-45-10-0-8;Оцинковка 45*10*0,8;Оцинковка 45*10*0,8;;;;;;;;;/images/cms/data/import_files/0f/0f3f58a6fa0d11e4be910090a2ceb0c8_fb94fb71aba211edbbad00155d006405.jpg;НДС по ставке 20%;128;0;5523;"45*10*0,8<br />
3 м.<br />
в пачке 20 хлыстов 60м";238e4031-cbb7-4107-9538-8df70738a5fe;0f3f58a6-fa0d-11e4-be91-0090a2ceb0c8;CINK45;;;;;;;;;;;;;;;;;;;;;;;;;
2794;Оцинковка 50*11*1,0;309;1;1;2264;ocinkovka-50-11-1-0;Оцинковка 50*11*1,0;Оцинковка 50*11*1,0;;;;;;;;;/images/cms/data/import_files/cb/cb5abd0e541011ebbba400155d003248_1df71522aba311edbbad00155d006405.jpg;НДС по ставке 20%;182;0;1740;"50*11*1,0<br />
3 м.";238e4031-cbb7-4107-9538-8df70738a5fe;cb5abd0e-5410-11eb-bba4-00155d003248;CINK50;;;;;;;;;;;;;;;;;;;;;;;;;
